Activity_Type,Heart rate___beats/minute,Sleep type duration_minutes,Sleep duration_minutes,Calories burned_kcal,Exercise duration_s,Floors climbed___floors,Code
Light Sleep,77,10,42,,,,93830-8
Light Sleep,60,17,0,,,,93830-8
Light Sleep,84,11,23,,,,93830-8
Light Sleep,59,19,11,,,,93830-8
Light Sleep,55,6,19,,,,93830-8
REM Sleep,59,7,12,,,,93829-0
Light Sleep,52,1,1,,,,93830-8
Light Sleep,84,20,23,,,,93830-8
Light Sleep,64,0,8,,,,93830-8
Light Sleep,87,8,22,,,,93830-8
Light Sleep,84,7,15,,,,93830-8
Light Sleep,49,5,30,,,,93830-8
Light Sleep,50,9,6,,,,93830-8
Light Sleep,83,11,29,,,,93830-8
Light Sleep,75,10,13,,,,93830-8
Light Sleep,55,4,4,,,,93830-8
REM Sleep,50,2,5,,,,93829-0
Light Sleep,67,11,27,,,,93830-8
Light Sleep,73,14,19,,,,93830-8
REM Sleep,57,3,3,,,,93829-0
Light Sleep,65,0,-1,,,,93830-8
Light Sleep,72,6,20,,,,93830-8
Light Sleep,65,12,23,,,,93830-8
Light Sleep,85,9,16,,,,93830-8
Light Sleep,76,17,24,,,,93830-8
REM Sleep,49,1,0,,,,93829-0
Light Sleep,70,4,6,,,,93830-8
Light Sleep,77,11,26,,,,93830-8
REM Sleep,48,2,5,,,,93829-0
Light Sleep,64,0,1,,,,93830-8
Light Sleep,57,6,23,,,,93830-8
Light Sleep,84,6,20,,,,93830-8
REM Sleep,50,4,6,,,,93829-0
Light Sleep,51,1,13,,,,93830-8
REM Sleep,57,1,2,,,,93829-0
Light Sleep,59,5,6,,,,93830-8
Light Sleep,84,18,13,,,,93830-8
Light Sleep,84,9,17,,,,93830-8
Light Sleep,48,4,6,,,,93830-8
Light Sleep,83,10,15,,,,93830-8
REM Sleep,50,2,3,,,,93829-0
REM Sleep,66,2,-1,,,,93829-0
Light Sleep,50,5,9,,,,93830-8
Light Sleep,83,11,19,,,,93830-8
REM Sleep,54,0,2,,,,93829-0
Light Sleep,49,1,3,,,,93830-8
Light Sleep,66,4,45,,,,93830-8
Light Sleep,84,5,4,,,,93830-8
Light Sleep,85,19,31,,,,93830-8
Light Sleep,58,8,28,,,,93830-8
Light Sleep,53,3,3,,,,93830-8
Light Sleep,83,11,31,,,,93830-8
Light Sleep,84,8,16,,,,93830-8
Light Sleep,77,11,15,,,,93830-8
Light Sleep,51,3,7,,,,93830-8
Light Sleep,52,5,1,,,,93830-8
Light Sleep,83,13,13,,,,93830-8
Light Sleep,57,7,10,,,,93830-8
Light Sleep,52,7,11,,,,93830-8
REM Sleep,50,0,0,,,,93829-0
Light Sleep,55,2,3,,,,93830-8
REM Sleep,66,2,4,,,,93829-0
Light Sleep,83,3,23,,,,93830-8
REM Sleep,50,-1,-1,,,,93829-0
Light Sleep,49,5,8,,,,93830-8
Light Sleep,73,17,27,,,,93830-8
Light Sleep,66,11,27,,,,93830-8
Light Sleep,85,9,18,,,,93830-8
Light Sleep,78,3,7,,,,93830-8
REM Sleep,57,5,11,,,,93829-0
REM Sleep,63,1,4,,,,93829-0
Light Sleep,58,0,-1,,,,93830-8
Light Sleep,51,5,35,,,,93830-8
Light Sleep,85,17,22,,,,93830-8
Light Sleep,58,18,31,,,,93830-8
Light Sleep,49,6,5,,,,93830-8
Light Sleep,51,3,9,,,,93830-8
REM Sleep,63,1,0,,,,93829-0
Light Sleep,84,9,24,,,,93830-8
Light Sleep,55,16,18,,,,93830-8
Light Sleep,51,5,19,,,,93830-8
Light Sleep,55,2,6,,,,93830-8
Light Sleep,58,7,10,,,,93830-8
REM Sleep,50,3,2,,,,93829-0
Light Sleep,56,3,5,,,,93830-8
Light Sleep,84,10,17,,,,93830-8
REM Sleep,71,0,1,,,,93829-0
REM Sleep,51,3,2,,,,93829-0
Light Sleep,66,0,1,,,,93830-8
REM Sleep,59,3,1,,,,93829-0
Light Sleep,84,11,14,,,,93830-8
Light Sleep,67,0,-1,,,,93830-8
Light Sleep,66,17,41,,,,93830-8
Light Sleep,83,21,23,,,,93830-8
Light Sleep,49,1,-1,,,,93830-8
Light Sleep,51,3,6,,,,93830-8
REM Sleep,48,3,2,,,,93829-0
Light Sleep,74,18,20,,,,93830-8
Light Sleep,76,12,40,,,,93830-8
Light Sleep,64,7,12,,,,93830-8
Light Sleep,58,11,14,,,,93830-8
REM Sleep,66,0,0,,,,93829-0
Light Sleep,57,4,8,,,,93830-8
Light Sleep,76,13,35,,,,93830-8
Light Sleep,81,7,46,,,,93830-8
Light Sleep,84,8,29,,,,93830-8
Light Sleep,79,8,20,,,,93830-8
Light Sleep,77,8,13,,,,93830-8
Light Sleep,65,-1,6,,,,93830-8
Light Sleep,79,7,32,,,,93830-8
Light Sleep,51,6,12,,,,93830-8
Light Sleep,80,8,20,,,,93830-8
Light Sleep,82,18,27,,,,93830-8
Light Sleep,82,12,34,,,,93830-8
Light Sleep,52,6,11,,,,93830-8
Light Sleep,52,0,0,,,,93830-8
Light Sleep,57,5,6,,,,93830-8
Light Sleep,56,5,14,,,,93830-8
Light Sleep,84,20,5,,,,93830-8
Light Sleep,59,6,22,,,,93830-8
REM Sleep,49,0,0,,,,93829-0
REM Sleep,49,0,0,,,,93829-0
REM Sleep,50,1,9,,,,93829-0
REM Sleep,56,3,1,,,,93829-0
Light Sleep,60,7,6,,,,93830-8
Light Sleep,70,21,0,,,,93830-8
Light Sleep,59,4,12,,,,93830-8
Light Sleep,76,11,23,,,,93830-8
Light Sleep,78,9,16,,,,93830-8
Light Sleep,71,6,29,,,,93830-8
Light Sleep,85,10,5,,,,93830-8
Light Sleep,84,11,17,,,,93830-8
Light Sleep,55,5,5,,,,93830-8
Light Sleep,50,2,5,,,,93830-8
REM Sleep,65,2,5,,,,93829-0
REM Sleep,50,2,3,,,,93829-0
REM Sleep,50,2,3,,,,93829-0
Light Sleep,70,5,16,,,,93830-8
Light Sleep,82,11,19,,,,93830-8
REM Sleep,50,3,4,,,,93829-0
Light Sleep,51,6,10,,,,93830-8
Light Sleep,55,4,5,,,,93830-8
Light Sleep,78,7,8,,,,93830-8
Light Sleep,83,10,21,,,,93830-8
Light Sleep,77,7,42,,,,93830-8
Light Sleep,78,7,6,,,,93830-8
Light Sleep,85,17,46,,,,93830-8
Light Sleep,84,10,20,,,,93830-8
Light Sleep,77,8,14,,,,93830-8
REM Sleep,56,1,4,,,,93829-0
Light Sleep,73,10,9,,,,93830-8
Light Sleep,73,7,23,,,,93830-8
REM Sleep,65,0,0,,,,93829-0
Light Sleep,50,3,8,,,,93830-8
Light Sleep,51,14,3,,,,93830-8
Light Sleep,65,5,-1,,,,93830-8
Light Sleep,50,6,6,,,,93830-8
Light Sleep,83,8,19,,,,93830-8
REM Sleep,49,2,6,,,,93829-0
Light Sleep,85,8,31,,,,93830-8
Light Sleep,59,6,3,,,,93830-8
REM Sleep,57,4,4,,,,93829-0
Light Sleep,77,7,23,,,,93830-8
Light Sleep,72,16,26,,,,93830-8
REM Sleep,56,0,1,,,,93829-0
Light Sleep,58,16,10,,,,93830-8
Light Sleep,51,2,14,,,,93830-8
Light Sleep,80,6,15,,,,93830-8
Light Sleep,57,18,31,,,,93830-8
Light Sleep,77,10,15,,,,93830-8
REM Sleep,50,7,3,,,,93829-0
Light Sleep,61,0,27,,,,93830-8
REM Sleep,49,1,3,,,,93829-0
Light Sleep,69,7,9,,,,93830-8
Light Sleep,52,6,10,,,,93830-8
Light Sleep,67,0,1,,,,93830-8
Light Sleep,84,9,18,,,,93830-8
Light Sleep,84,10,25,,,,93830-8
Light Sleep,58,5,9,,,,93830-8
Light Sleep,50,5,23,,,,93830-8
Light Sleep,51,6,21,,,,93830-8
Light Sleep,51,5,6,,,,93830-8
Light Sleep,85,7,19,,,,93830-8
Light Sleep,85,9,16,,,,93830-8
Light Sleep,51,19,35,,,,93830-8
REM Sleep,58,1,3,,,,93829-0
REM Sleep,49,3,3,,,,93829-0
Light Sleep,83,8,5,,,,93830-8
REM Sleep,49,3,5,,,,93829-0
Light Sleep,81,5,17,,,,93830-8
Light Sleep,74,18,1,,,,93830-8
Light Sleep,77,10,27,,,,93830-8
Light Sleep,50,-1,5,,,,93830-8
Light Sleep,61,15,22,,,,93830-8
Light Sleep,59,2,14,,,,93830-8
Light Sleep,81,8,15,,,,93830-8
Light Sleep,84,8,18,,,,93830-8
REM Sleep,65,0,-1,,,,93829-0
Light Sleep,49,6,11,,,,93830-8
Light Sleep,80,20,8,,,,93830-8
Light Sleep,68,15,10,,,,93830-8
Light Sleep,78,9,19,,,,93830-8
Light Sleep,78,12,23,,,,93830-8
Light Sleep,79,10,23,,,,93830-8
Light Sleep,59,5,2,,,,93830-8
Light Sleep,61,2,8,,,,93830-8
REM Sleep,61,0,5,,,,93829-0
Light Sleep,76,19,26,,,,93830-8
REM Sleep,69,0,1,,,,93829-0
Light Sleep,85,12,17,,,,93830-8
Light Sleep,78,16,21,,,,93830-8
Light Sleep,67,10,9,,,,93830-8
Light Sleep,66,5,7,,,,93830-8
Light Sleep,78,19,14,,,,93830-8
REM Sleep,51,0,0,,,,93829-0
REM Sleep,51,1,9,,,,93829-0
Light Sleep,83,10,20,,,,93830-8
Light Sleep,85,19,25,,,,93830-8
REM Sleep,55,2,3,,,,93829-0
REM Sleep,72,7,8,,,,93829-0
REM Sleep,64,-1,2,,,,93829-0
Light Sleep,74,15,39,,,,93830-8
REM Sleep,65,-1,-1,,,,93829-0
Light Sleep,79,11,25,,,,93830-8
Light Sleep,71,2,1,,,,93830-8
REM Sleep,49,1,6,,,,93829-0
Light Sleep,50,3,8,,,,93830-8
Light Sleep,56,8,18,,,,93830-8
Light Sleep,76,10,7,,,,93830-8
Light Sleep,82,15,13,,,,93830-8
Light Sleep,69,7,18,,,,93830-8
REM Sleep,55,6,2,,,,93829-0
Light Sleep,79,10,26,,,,93830-8
Light Sleep,54,20,17,,,,93830-8
Light Sleep,75,13,13,,,,93830-8
Light Sleep,83,9,30,,,,93830-8
Light Sleep,51,4,9,,,,93830-8
Light Sleep,68,9,16,,,,93830-8
Light Sleep,75,16,21,,,,93830-8
Light Sleep,85,11,11,,,,93830-8
Light Sleep,83,10,22,,,,93830-8
Light Sleep,71,9,16,,,,93830-8
Light Sleep,71,18,31,,,,93830-8
Light Sleep,84,4,6,,,,93830-8
Light Sleep,51,3,8,,,,93830-8
REM Sleep,66,1,0,,,,93829-0
Light Sleep,78,10,22,,,,93830-8
Light Sleep,80,10,20,,,,93830-8
Light Sleep,56,6,6,,,,93830-8
Light Sleep,78,10,23,,,,93830-8
REM Sleep,64,3,12,,,,93829-0
Light Sleep,56,3,3,,,,93830-8
Light Sleep,56,3,30,,,,93830-8
Light Sleep,51,1,7,,,,93830-8
Light Sleep,58,2,5,,,,93830-8
REM Sleep,54,4,7,,,,93829-0
Light Sleep,76,12,7,,,,93830-8
Light Sleep,60,5,5,,,,93830-8
Light Sleep,68,8,13,,,,93830-8
Light Sleep,84,19,19,,,,93830-8
Light Sleep,78,11,21,,,,93830-8
Light Sleep,80,8,27,,,,93830-8
Light Sleep,50,3,31,,,,93830-8
REM Sleep,50,0,-1,,,,93829-0
Light Sleep,58,4,7,,,,93830-8
Light Sleep,51,20,21,,,,93830-8
Light Sleep,73,3,14,,,,93830-8
Light Sleep,71,13,27,,,,93830-8
Light Sleep,78,10,34,,,,93830-8
Light Sleep,51,-1,8,,,,93830-8
Light Sleep,74,9,16,,,,93830-8
Light Sleep,82,5,24,,,,93830-8
Light Sleep,54,8,9,,,,93830-8
Light Sleep,83,7,39,,,,93830-8
Light Sleep,74,9,35,,,,93830-8
Light Sleep,84,12,12,,,,93830-8
Light Sleep,84,5,12,,,,93830-8
Light Sleep,83,15,22,,,,93830-8
Light Sleep,83,10,23,,,,93830-8
Light Sleep,74,19,19,,,,93830-8
Light Sleep,82,10,18,,,,93830-8
Light Sleep,50,9,2,,,,93830-8
REM Sleep,51,1,12,,,,93829-0
Light Sleep,72,5,10,,,,93830-8
Light Sleep,85,14,17,,,,93830-8
Light Sleep,61,10,16,,,,93830-8
Light Sleep,61,6,11,,,,93830-8
Light Sleep,79,5,5,,,,93830-8
Light Sleep,51,4,37,,,,93830-8
Light Sleep,63,1,0,,,,93830-8
Light Sleep,77,5,30,,,,93830-8
Light Sleep,72,12,33,,,,93830-8
Light Sleep,85,19,24,,,,93830-8
Light Sleep,57,4,7,,,,93830-8
REM Sleep,51,1,5,,,,93829-0
Light Sleep,55,16,35,,,,93830-8
Light Sleep,85,10,21,,,,93830-8
Light Sleep,77,8,22,,,,93830-8
Light Sleep,86,20,12,,,,93830-8
Light Sleep,69,11,19,,,,93830-8
Light Sleep,77,18,5,,,,93830-8
Light Sleep,65,1,0,,,,93830-8
Light Sleep,69,6,11,,,,93830-8
Light Sleep,77,13,41,,,,93830-8
Light Sleep,78,17,31,,,,93830-8
Light Sleep,83,8,41,,,,93830-8
Light Sleep,68,21,27,,,,93830-8
Light Sleep,57,9,28,,,,93830-8
Light Sleep,59,7,12,,,,93830-8
Light Sleep,84,8,16,,,,93830-8
REM Sleep,55,3,-1,,,,93829-0
Light Sleep,85,17,15,,,,93830-8
Light Sleep,50,6,7,,,,93830-8
REM Sleep,56,4,9,,,,93829-0
Light Sleep,58,7,16,,,,93830-8
REM Sleep,51,0,1,,,,93829-0
Light Sleep,51,4,7,,,,93830-8
REM Sleep,69,3,3,,,,93829-0
Light Sleep,84,11,16,,,,93830-8
Light Sleep,84,10,33,,,,93830-8
Light Sleep,77,10,24,,,,93830-8
Light Sleep,59,12,6,,,,93830-8
REM Sleep,52,3,4,,,,93829-0
REM Sleep,65,0,0,,,,93829-0
REM Sleep,51,2,12,,,,93829-0
Light Sleep,61,6,16,,,,93830-8
Light Sleep,76,11,21,,,,93830-8
Light Sleep,64,-1,0,,,,93830-8
Light Sleep,67,20,45,,,,93830-8
Light Sleep,85,6,14,,,,93830-8
Light Sleep,77,16,15,,,,93830-8
Light Sleep,57,8,9,,,,93830-8
Light Sleep,62,17,7,,,,93830-8
Light Sleep,66,4,12,,,,93830-8
Light Sleep,83,10,13,,,,93830-8
Light Sleep,68,0,3,,,,93830-8
Light Sleep,57,7,13,,,,93830-8
Light Sleep,69,15,30,,,,93830-8
REM Sleep,64,1,3,,,,93829-0
Light Sleep,50,5,7,,,,93830-8
Light Sleep,75,12,14,,,,93830-8
Light Sleep,66,1,5,,,,93830-8
Light Sleep,56,3,6,,,,93830-8
Light Sleep,53,3,2,,,,93830-8
REM Sleep,50,3,3,,,,93829-0
Light Sleep,79,16,22,,,,93830-8
Light Sleep,77,20,22,,,,93830-8
Light Sleep,65,15,21,,,,93830-8
Light Sleep,51,3,5,,,,93830-8
Light Sleep,85,10,27,,,,93830-8
Light Sleep,77,10,18,,,,93830-8
Light Sleep,79,12,22,,,,93830-8
Light Sleep,50,1,4,,,,93830-8
Light Sleep,84,11,20,,,,93830-8
Light Sleep,53,2,6,,,,93830-8
Light Sleep,71,10,16,,,,93830-8
Light Sleep,83,7,22,,,,93830-8
Light Sleep,79,9,30,,,,93830-8
Light Sleep,84,12,30,,,,93830-8
Light Sleep,77,12,23,,,,93830-8
Light Sleep,53,18,5,,,,93830-8
Light Sleep,49,19,12,,,,93830-8
Light Sleep,56,17,6,,,,93830-8
Light Sleep,77,10,40,,,,93830-8
Light Sleep,83,10,17,,,,93830-8
Light Sleep,83,7,17,,,,93830-8
REM Sleep,67,0,-1,,,,93829-0
Light Sleep,76,3,4,,,,93830-8
Light Sleep,71,8,22,,,,93830-8
REM Sleep,57,2,7,,,,93829-0
Light Sleep,60,6,5,,,,93830-8
REM Sleep,61,0,5,,,,93829-0
Light Sleep,69,17,41,,,,93830-8
REM Sleep,55,0,0,,,,93829-0
Light Sleep,56,3,3,,,,93830-8
REM Sleep,69,0,0,,,,93829-0
Light Sleep,81,8,40,,,,93830-8
Light Sleep,70,8,20,,,,93830-8
REM Sleep,70,3,0,,,,93829-0
Light Sleep,59,0,-1,,,,93830-8
REM Sleep,49,6,9,,,,93829-0
Light Sleep,71,20,24,,,,93830-8
Light Sleep,50,4,8,,,,93830-8
Light Sleep,57,1,8,,,,93830-8
Light Sleep,51,6,8,,,,93830-8
Light Sleep,57,4,5,,,,93830-8
REM Sleep,66,0,-1,,,,93829-0
Light Sleep,79,10,32,,,,93830-8
REM Sleep,61,1,0,,,,93829-0
Light Sleep,80,18,19,,,,93830-8
Light Sleep,71,1,0,,,,93830-8
Light Sleep,83,10,19,,,,93830-8
Light Sleep,84,6,24,,,,93830-8
Light Sleep,57,6,20,,,,93830-8
Light Sleep,64,17,16,,,,93830-8
Light Sleep,79,11,22,,,,93830-8
Light Sleep,77,17,36,,,,93830-8
Light Sleep,79,11,23,,,,93830-8
Light Sleep,84,18,20,,,,93830-8
Light Sleep,83,10,15,,,,93830-8
Light Sleep,80,19,17,,,,93830-8
REM Sleep,63,0,0,,,,93829-0
Light Sleep,63,0,0,,,,93830-8
Light Sleep,83,10,14,,,,93830-8
Light Sleep,85,11,17,,,,93830-8
Light Sleep,72,11,18,,,,93830-8
REM Sleep,57,-1,-1,,,,93829-0
Light Sleep,48,11,-1,,,,93830-8
Light Sleep,83,10,19,,,,93830-8
Light Sleep,58,10,24,,,,93830-8
Light Sleep,68,13,18,,,,93830-8
Light Sleep,83,11,19,,,,93830-8
Light Sleep,60,17,7,,,,93830-8
Light Sleep,50,7,14,,,,93830-8
Light Sleep,55,3,8,,,,93830-8
Light Sleep,55,4,6,,,,93830-8
Light Sleep,61,13,-1,,,,93830-8
Light Sleep,56,2,4,,,,93830-8
Light Sleep,75,18,29,,,,93830-8
REM Sleep,49,1,1,,,,93829-0
REM Sleep,60,0,-1,,,,93829-0
Light Sleep,85,6,9,,,,93830-8
Light Sleep,51,3,5,,,,93830-8
REM Sleep,66,0,1,,,,93829-0
Light Sleep,84,8,40,,,,93830-8
Light Sleep,84,6,23,,,,93830-8
Light Sleep,83,6,6,,,,93830-8
Light Sleep,51,1,2,,,,93830-8
Light Sleep,73,4,12,,,,93830-8
REM Sleep,54,2,5,,,,93829-0
Light Sleep,84,21,27,,,,93830-8
Light Sleep,82,12,17,,,,93830-8
REM Sleep,59,1,9,,,,93829-0
Light Sleep,73,3,1,,,,93830-8
Light Sleep,84,10,27,,,,93830-8
REM Sleep,69,2,5,,,,93829-0
Light Sleep,83,11,28,,,,93830-8
Light Sleep,70,5,6,,,,93830-8
Light Sleep,72,19,38,,,,93830-8
REM Sleep,66,0,-1,,,,93829-0
Light Sleep,59,3,12,,,,93830-8
Light Sleep,66,0,1,,,,93830-8
REM Sleep,50,1,3,,,,93829-0
REM Sleep,57,0,-1,,,,93829-0
REM Sleep,63,0,0,,,,93829-0
Light Sleep,58,21,10,,,,93830-8
Light Sleep,58,2,1,,,,93830-8
Light Sleep,51,5,11,,,,93830-8
Light Sleep,79,18,14,,,,93830-8
Light Sleep,85,11,30,,,,93830-8
Light Sleep,84,18,31,,,,93830-8
Light Sleep,49,7,5,,,,93830-8
Light Sleep,85,12,6,,,,93830-8
Light Sleep,65,0,1,,,,93830-8
REM Sleep,49,5,3,,,,93829-0
Light Sleep,74,3,30,,,,93830-8
Light Sleep,80,5,19,,,,93830-8
Light Sleep,84,10,11,,,,93830-8
Light Sleep,57,12,7,,,,93830-8
Light Sleep,58,2,5,,,,93830-8
Light Sleep,56,3,7,,,,93830-8
Light Sleep,84,9,23,,,,93830-8
Light Sleep,64,4,0,,,,93830-8
REM Sleep,50,2,2,,,,93829-0
Light Sleep,56,6,9,,,,93830-8
Light Sleep,57,10,15,,,,93830-8
REM Sleep,56,3,6,,,,93829-0
Light Sleep,58,1,3,,,,93830-8
Light Sleep,73,15,1,,,,93830-8
Light Sleep,52,6,5,,,,93830-8
Light Sleep,85,9,33,,,,93830-8
Light Sleep,79,6,2,,,,93830-8
REM Sleep,54,1,0,,,,93829-0
Light Sleep,68,5,32,,,,93830-8
Light Sleep,77,8,40,,,,93830-8
Light Sleep,52,4,6,,,,93830-8
Light Sleep,86,5,26,,,,93830-8
Light Sleep,83,11,47,,,,93830-8
Light Sleep,85,14,36,,,,93830-8
Light Sleep,50,5,8,,,,93830-8
Light Sleep,50,7,7,,,,93830-8
REM Sleep,70,6,5,,,,93829-0
Light Sleep,83,9,9,,,,93830-8
Light Sleep,52,3,7,,,,93830-8
Light Sleep,67,0,1,,,,93830-8
Light Sleep,73,12,16,,,,93830-8
REM Sleep,63,0,-1,,,,93829-0
Light Sleep,54,4,5,,,,93830-8
Light Sleep,50,2,4,,,,93830-8
REM Sleep,51,-1,-1,,,,93829-0
REM Sleep,52,1,0,,,,93829-0
Light Sleep,84,18,23,,,,93830-8
Light Sleep,83,9,18,,,,93830-8
Light Sleep,70,9,28,,,,93830-8
Light Sleep,79,11,24,,,,93830-8
Light Sleep,49,4,3,,,,93830-8
Light Sleep,51,5,7,,,,93830-8
Light Sleep,57,7,9,,,,93830-8
REM Sleep,62,2,-1,,,,93829-0
Light Sleep,78,5,29,,,,93830-8
Light Sleep,76,18,47,,,,93830-8
Light Sleep,49,18,0,,,,93830-8
REM Sleep,51,-1,0,,,,93829-0
Light Sleep,83,10,41,,,,93830-8
Light Sleep,72,0,0,,,,93830-8
Light Sleep,81,5,15,,,,93830-8
Light Sleep,77,11,18,,,,93830-8
Light Sleep,59,16,27,,,,93830-8
Light Sleep,56,6,8,,,,93830-8
Light Sleep,50,2,9,,,,93830-8
Light Sleep,82,6,24,,,,93830-8
Light Sleep,58,21,8,,,,93830-8
REM Sleep,51,1,5,,,,93829-0
Light Sleep,79,17,17,,,,93830-8
Light Sleep,53,2,2,,,,93830-8
REM Sleep,51,1,0,,,,93829-0
Light Sleep,80,10,31,,,,93830-8
Light Sleep,59,2,3,,,,93830-8
Light Sleep,84,11,12,,,,93830-8
Light Sleep,50,5,5,,,,93830-8
Light Sleep,83,12,19,,,,93830-8
Light Sleep,51,5,6,,,,93830-8
Light Sleep,52,5,4,,,,93830-8
Light Sleep,50,19,22,,,,93830-8
Light Sleep,58,4,5,,,,93830-8
REM Sleep,69,0,0,,,,93829-0
Light Sleep,75,1,3,,,,93830-8
Light Sleep,75,11,12,,,,93830-8
Light Sleep,51,2,6,,,,93830-8
Light Sleep,83,14,12,,,,93830-8
Light Sleep,85,13,16,,,,93830-8
Light Sleep,62,17,10,,,,93830-8
Light Sleep,84,12,20,,,,93830-8
Light Sleep,64,0,5,,,,93830-8
Light Sleep,85,10,20,,,,93830-8
Light Sleep,79,10,28,,,,93830-8
Light Sleep,72,3,31,,,,93830-8
Light Sleep,50,1,9,,,,93830-8
Light Sleep,80,7,20,,,,93830-8
REM Sleep,59,1,1,,,,93829-0
Light Sleep,80,8,17,,,,93830-8
REM Sleep,57,2,5,,,,93829-0
Light Sleep,84,3,11,,,,93830-8
Light Sleep,52,6,30,,,,93830-8
Light Sleep,58,16,12,,,,93830-8
Light Sleep,56,6,10,,,,93830-8
Light Sleep,82,20,15,,,,93830-8
Light Sleep,65,18,31,,,,93830-8
Light Sleep,55,2,8,,,,93830-8
REM Sleep,66,1,4,,,,93829-0
Light Sleep,82,10,19,,,,93830-8
Light Sleep,65,16,24,,,,93830-8
Light Sleep,51,5,6,,,,93830-8
Light Sleep,72,5,7,,,,93830-8
Light Sleep,49,1,7,,,,93830-8
REM Sleep,77,10,0,,,,93829-0
REM Sleep,49,2,2,,,,93829-0
Light Sleep,80,8,10,,,,93830-8
Light Sleep,74,17,24,,,,93830-8
Light Sleep,80,13,20,,,,93830-8
Light Sleep,70,8,37,,,,93830-8
Light Sleep,50,2,2,,,,93830-8
REM Sleep,49,1,2,,,,93829-0
REM Sleep,66,-1,-1,,,,93829-0
REM Sleep,50,3,2,,,,93829-0
Light Sleep,85,18,26,,,,93830-8
Light Sleep,55,17,14,,,,93830-8
Light Sleep,56,5,8,,,,93830-8
REM Sleep,52,0,8,,,,93829-0
Light Sleep,58,4,7,,,,93830-8
Light Sleep,85,6,12,,,,93830-8
Light Sleep,82,11,31,,,,93830-8
Light Sleep,50,5,6,,,,93830-8
Light Sleep,52,1,3,,,,93830-8
Light Sleep,85,10,21,,,,93830-8
Light Sleep,59,4,14,,,,93830-8
Light Sleep,83,19,20,,,,93830-8
Light Sleep,84,14,17,,,,93830-8
Light Sleep,71,-1,-1,,,,93830-8
Light Sleep,70,19,18,,,,93830-8
Light Sleep,81,7,15,,,,93830-8
REM Sleep,58,2,0,,,,93829-0
REM Sleep,62,0,0,,,,93829-0
REM Sleep,56,3,3,,,,93829-0
REM Sleep,51,-1,0,,,,93829-0
Light Sleep,80,10,29,,,,93830-8
Light Sleep,85,16,20,,,,93830-8
Light Sleep,85,7,41,,,,93830-8
REM Sleep,53,0,-1,,,,93829-0
REM Sleep,53,2,2,,,,93829-0
Light Sleep,82,20,22,,,,93830-8
REM Sleep,50,1,3,,,,93829-0
Light Sleep,76,9,19,,,,93830-8
REM Sleep,52,2,5,,,,93829-0
Light Sleep,75,12,3,,,,93830-8
Light Sleep,59,6,4,,,,93830-8
Light Sleep,50,5,2,,,,93830-8
Light Sleep,83,10,17,,,,93830-8
Light Sleep,74,3,0,,,,93830-8
Light Sleep,81,19,19,,,,93830-8
Light Sleep,58,15,-1,,,,93830-8
Light Sleep,64,15,21,,,,93830-8
Light Sleep,84,14,22,,,,93830-8
Light Sleep,83,11,31,,,,93830-8
Light Sleep,51,0,0,,,,93830-8
Light Sleep,54,2,4,,,,93830-8
Light Sleep,79,16,30,,,,93830-8
Light Sleep,81,1,35,,,,93830-8
Light Sleep,51,7,10,,,,93830-8
REM Sleep,51,2,5,,,,93829-0
Light Sleep,48,7,29,,,,93830-8
Light Sleep,84,10,18,,,,93830-8
Light Sleep,85,12,22,,,,93830-8
Light Sleep,51,9,19,,,,93830-8
REM Sleep,54,5,3,,,,93829-0
Light Sleep,57,2,2,,,,93830-8
REM Sleep,64,3,0,,,,93829-0
Light Sleep,58,0,0,,,,93830-8
REM Sleep,65,1,1,,,,93829-0
Light Sleep,85,15,26,,,,93830-8
Light Sleep,85,11,13,,,,93830-8
Light Sleep,61,1,-1,,,,93830-8
Light Sleep,75,13,23,,,,93830-8
Light Sleep,73,5,5,,,,93830-8
Light Sleep,74,11,24,,,,93830-8
REM Sleep,51,1,3,,,,93829-0
Light Sleep,54,5,9,,,,93830-8
Light Sleep,69,7,7,,,,93830-8
Light Sleep,68,0,0,,,,93830-8
Light Sleep,79,5,20,,,,93830-8
Light Sleep,76,19,38,,,,93830-8
Light Sleep,81,7,21,,,,93830-8
Light Sleep,48,2,5,,,,93830-8
Light Sleep,84,17,20,,,,93830-8
Light Sleep,84,14,8,,,,93830-8
Light Sleep,54,8,29,,,,93830-8
Light Sleep,57,13,9,,,,93830-8
Light Sleep,51,4,21,,,,93830-8
REM Sleep,51,1,1,,,,93829-0
Light Sleep,53,2,8,,,,93830-8
Light Sleep,73,5,14,,,,93830-8
Light Sleep,82,11,19,,,,93830-8
Light Sleep,63,0,26,,,,93830-8
REM Sleep,50,1,2,,,,93829-0
Light Sleep,84,19,24,,,,93830-8
Light Sleep,51,5,8,,,,93830-8
Light Sleep,80,17,23,,,,93830-8
Light Sleep,72,12,26,,,,93830-8
Light Sleep,64,1,1,,,,93830-8
Light Sleep,83,10,19,,,,93830-8
Light Sleep,71,5,0,,,,93830-8
Light Sleep,74,9,8,,,,93830-8
Light Sleep,85,9,24,,,,93830-8
Light Sleep,51,8,29,,,,93830-8
Light Sleep,58,0,7,,,,93830-8
Light Sleep,80,8,17,,,,93830-8
Light Sleep,79,8,31,,,,93830-8
Light Sleep,63,14,8,,,,93830-8
Light Sleep,50,6,18,,,,93830-8
Light Sleep,74,12,20,,,,93830-8
Light Sleep,85,9,29,,,,93830-8
